name,details,ratings,reviews_count,positive_feedbacks,negetive_feedbacks
Greaves Electric Mobility,Automobile | Bangalore / Bengaluru +23 other locations,3.3,149,,Job Security | Promotions / Appraisal | Work Satisfaction
Simple Energy,Automobile | Bangalore / Bengaluru +6 other locations,3.9,148,Work Life Balance | Skill Development / Learning,Job Security | Promotions / Appraisal
Bajaj Electronics,Retail | Hyderabad / Secunderabad +31 other locations,3.8,147,,Promotions / Appraisal | Salary & Benefits | Job Security
Brigosha Technologies,IT Services & Consulting | Bangalore / Bengaluru +3 other locations,2.3,147,,Company Culture | Job Security | Work Satisfaction
Durr India,Industrial Automation | Chennai +7 other locations,3.6,147,Job Security,Promotions / Appraisal | Salary & Benefits | Work Satisfaction
Kaefer,Engineering & Construction | Mumbai +16 other locations,3.8,147,Job Security,Promotions / Appraisal
HMD Global,Electronics Manufacturing | Gurgaon / Gurugram +39 other locations,3.6,148,Company Culture | Work Life Balance,Promotions / Appraisal | Job Security | Skill Development / Learning
Goodricke Group,Food Processing | Kolkata +33 other locations,4.2,147,Company Culture | Job Security | Salary & Benefits,Promotions / Appraisal
Lapp India,Electrical Equipment | Bangalore / Bengaluru +14 other locations,4.2,147,Work Life Balance | Job Security | Company Culture,Promotions / Appraisal
SEDER GROUP,Engineering & Construction | Riyadh +16 other locations,4.1,147,Work Life Balance | Work Satisfaction | Job Security,Promotions / Appraisal
Electrolab,Medical Equipment | Mumbai +13 other locations,3.6,147,,Promotions / Appraisal | Salary & Benefits | Company Culture
Chiripal Industries,Fashion & Textile | Ahmedabad +6 other locations,3.5,147,,Promotions / Appraisal | Company Culture | Salary & Benefits
Aptronix - Apple Premium Reseller,Electrical Equipment | Hyderabad / Secunderabad +17 other locations,3.9,148,Work Life Balance | Skill Development / Learning,Promotions / Appraisal | Company Culture
Cogencis Information Services,IT Services & Consulting | Mumbai +6 other locations,3.5,147,,Promotions / Appraisal | Salary & Benefits | Skill Development / Learning
UAE Exchange,FinTech | Kochi +39 other locations,4.4,147,Company Culture | Work Life Balance | Work Satisfaction,
Simple Energy,Automobile | Bangalore / Bengaluru +6 other locations,3.9,148,Work Life Balance | Skill Development / Learning,Job Security | Promotions / Appraisal
Mindcrest,Legal | Pune +3 other locations,2.4,147,,Promotions / Appraisal | Work Satisfaction | Skill Development / Learning
SKYMAP PHARMACEUTICALS,Pharma | Roorkee +6 other locations,3.9,147,Work Life Balance | Job Security,
India1 Payments,Financial Services | Bangalore / Bengaluru +25 other locations,4.0,147,Salary & Benefits | Company Culture | Work Life Balance,Skill Development / Learning
Uniproducts,Auto Components | Rewari +12 other locations,3.3,148,,Promotions / Appraisal | Salary & Benefits | Company Culture
Durr India,Industrial Automation | Chennai +7 other locations,3.6,147,Job Security,Promotions / Appraisal | Salary & Benefits | Work Satisfaction
Brigosha Technologies,IT Services & Consulting | Bangalore / Bengaluru +3 other locations,2.3,147,,Company Culture | Job Security | Work Satisfaction
MT Autocraft,Auto Components | Rohtak +11 other locations,3.9,147,Skill Development / Learning,Promotions / Appraisal
DHL IT Services,Chennai +7 other locations,3.8,147,Work Life Balance | Job Security | Salary & Benefits,Promotions / Appraisal
Bajaj Electronics,Retail | Hyderabad / Secunderabad +31 other locations,3.8,147,,Promotions / Appraisal | Salary & Benefits | Job Security
EssentiallySports,Media & Entertainment | New Delhi +9 other locations,3.9,147,Skill Development / Learning | Company Culture | Job Security,Work Life Balance | Salary & Benefits
Kamal Fincap,Financial Services | Kota +74 other locations,3.9,147,,Promotions / Appraisal
GP Strategies,Recruitment | Chennai +12 other locations,3.7,147,Work Life Balance,Promotions / Appraisal | Skill Development / Learning | Salary & Benefits
Kaefer,Engineering & Construction | Mumbai +16 other locations,3.8,147,Job Security,Promotions / Appraisal
DCM Infotech,IT Services & Consulting | New Delhi +13 other locations,3.6,147,,Promotions / Appraisal | Skill Development / Learning | Company Culture
ROI NET Solution,FinTech | Gurgaon / Gurugram +35 other locations,4.1,147,Company Culture | Work Life Balance | Work Satisfaction,
Arihant Superstructures,Real Estate | Mumbai +6 other locations,3.4,147,,Company Culture | Promotions / Appraisal | Salary & Benefits
Exemed Pharmaceuticals,Pharma | Vadodara +7 other locations,4.0,147,Job Security | Work Satisfaction | Salary & Benefits,
Rorito International,Other | Chennai +36 other locations,3.8,147,Work Life Balance | Job Security | Company Culture,
Inox Green Energy Services,Electrical Equipment | Rajkot +36 other locations,3.9,147,Job Security | Work Life Balance | Work Satisfaction,Promotions / Appraisal
Sahyadri Farms,Internet | Nashik +14 other locations,3.7,147,,Promotions / Appraisal | Salary & Benefits | Work Satisfaction
Signzy Technologies,Software Product | Bangalore / Bengaluru +8 other locations,2.9,147,,Work Satisfaction | Company Culture | Work Life Balance
Enova Facilities Management LLC,Facility Management Services | Dubai +14 other locations,4.3,148,Job Security | Skill Development / Learning | Company Culture,Promotions / Appraisal
Apollo Medskills,Healthcare | Hyderabad / Secunderabad +24 other locations,3.5,147,Work Life Balance,Promotions / Appraisal | Job Security | Salary & Benefits
Wunderman Thompson,IT Services & Consulting | Gurgaon / Gurugram +10 other locations,3.2,146,,Promotions / Appraisal | Work Satisfaction | Skill Development / Learning
Cypherox Technologies Pvt. Ltd.,IT Services & Consulting | Rajkot +1 other locations,4.8,146,Skill Development / Learning | Company Culture | Work Satisfaction,
Canteen Stores Department,Mumbai +57 other locations,4.2,146,Work Life Balance | Company Culture | Skill Development / Learning,
Enercon,Power | Bangalore / Bengaluru +23 other locations,4.2,147,Work Life Balance | Job Security | Company Culture,Promotions / Appraisal
Bhartiya International,Fashion & Textile | Bangalore / Bengaluru +12 other locations,3.5,146,,Promotions / Appraisal | Company Culture | Work Satisfaction
Newton School: Pay after Placement,Internet | Bangalore / Bengaluru +7 other locations,3.4,146,,Job Security | Promotions / Appraisal | Company Culture
Tracks Components,Pune +8 other locations,3.4,146,,Promotions / Appraisal | Salary & Benefits | Company Culture
Canteen Stores Department,Mumbai +57 other locations,4.2,146,Work Life Balance | Company Culture | Skill Development / Learning,
Bhartiya International,Fashion & Textile | Bangalore / Bengaluru +12 other locations,3.5,146,,Promotions / Appraisal | Company Culture | Work Satisfaction
Enercon,Power | Bangalore / Bengaluru +23 other locations,4.2,147,Work Life Balance | Job Security | Company Culture,Promotions / Appraisal
Diversey,Chemicals | Mumbai +31 other locations,4.0,146,Skill Development / Learning | Company Culture | Work Satisfaction,
Safeducate,Education & Training | New Delhi +31 other locations,4.2,146,Skill Development / Learning | Company Culture | Work Life Balance,Promotions / Appraisal
Creativelipi Webtech,IT Services & Consulting | Noida +6 other locations,2.9,146,,Promotions / Appraisal | Work Satisfaction | Job Security
SAGE Publications,Media & Entertainment | New Delhi +6 other locations,3.4,146,Work Life Balance,Promotions / Appraisal | Salary & Benefits | Work Satisfaction
Daramic Battery Separator India,Electrical Equipment | Bharuch +8 other locations,3.6,146,,Promotions / Appraisal | Work Satisfaction | Skill Development / Learning
Prateek Group,Real Estate | Noida +4 other locations,3.9,146,,
Tracks Components,Pune +8 other locations,3.4,146,,Promotions / Appraisal | Salary & Benefits | Company Culture
Newton School: Pay after Placement,Internet | Bangalore / Bengaluru +7 other locations,3.4,146,,Job Security | Promotions / Appraisal | Company Culture
Corbus,IT Services & Consulting | Noida +5 other locations,3.5,146,Work Life Balance | Job Security | Company Culture,Salary & Benefits | Promotions / Appraisal
Aakash Health Care,Healthcare | New Delhi +5 other locations,3.6,147,,Promotions / Appraisal | Company Culture | Work Life Balance
Altair Engineering,IT Services & Consulting | Bangalore / Bengaluru +6 other locations,3.9,147,Work Life Balance | Company Culture | Job Security,Promotions / Appraisal
Sunbeam School,Education & Training | Varanasi +21 other locations,4.3,146,Skill Development / Learning | Work Life Balance | Work Satisfaction,
Khadi Natural Healthcare,Fitness & Wellness | New Delhi +10 other locations,4.0,146,Work Life Balance | Skill Development / Learning | Salary & Benefits,
PerkinElmer,Pharma | Mumbai +17 other locations,4.3,146,Work Life Balance | Company Culture | Work Satisfaction,Promotions / Appraisal
Ojas Innovative Technologies,IT Services & Consulting | Hyderabad / Secunderabad +3 other locations,3.6,146,,Promotions / Appraisal | Salary & Benefits | Job Security
Vortex Engineering,IT Services & Consulting | Chennai +24 other locations,3.9,149,Work Life Balance,Promotions / Appraisal | Salary & Benefits | Work Satisfaction
Amity International School,Education & Training | New Delhi +15 other locations,4.1,146,Job Security | Work Satisfaction | Skill Development / Learning,
Arabian Fal,Oil & Gas | Ras Tanura +15 other locations,2.9,146,,Company Culture | Promotions / Appraisal | Work Life Balance
Norwin Technologies,IT Services & Consulting | Bangalore / Bengaluru +5 other locations,3.9,146,Work Life Balance | Salary & Benefits,Job Security
Gemini Edibles & Fats India,Food Processing | Kakinada +19 other locations,4.3,146,Salary & Benefits | Job Security | Work Life Balance,
Deepija Telecom,Software Product | Hyderabad / Secunderabad +14 other locations,4.0,146,Work Life Balance | Job Security | Company Culture,
KP GROUP,Logistics | Surat +27 other locations,3.9,146,Salary & Benefits | Company Culture | Work Life Balance,
Diversey,Chemicals | Mumbai +31 other locations,4.0,146,Skill Development / Learning | Company Culture | Work Satisfaction,
Safeducate,Education & Training | New Delhi +31 other locations,4.2,146,Skill Development / Learning | Company Culture | Work Life Balance,Promotions / Appraisal
Avinash Group,Real Estate | Raipur +7 other locations,3.7,146,Salary & Benefits,Job Security | Promotions / Appraisal
Skechers South Asia,Retail | Mumbai +35 other locations,4.3,147,Salary & Benefits | Work Life Balance | Job Security,
SequelOne,IT Services & Consulting | Gurgaon / Gurugram +22 other locations,3.3,146,,Promotions / Appraisal | Company Culture | Skill Development / Learning
Byju's Future School,Bangalore / Bengaluru +26 other locations,3.3,146,,Job Security | Promotions / Appraisal | Company Culture
Prateek Group,Real Estate | Noida +4 other locations,3.9,146,,
ValGenesis,Software Product | Chennai +5 other locations,3.1,146,,Company Culture | Work Satisfaction | Job Security
Masters' Union School of Business,Gurgaon / Gurugram +2 other locations,3.4,146,Salary & Benefits,Work Satisfaction | Promotions / Appraisal | Skill Development / Learning
Endress Hauser,Industrial Automation | Mumbai +20 other locations,4.2,146,Company Culture | Job Security | Work Life Balance,
Exotel,Software Product | Bangalore / Bengaluru +7 other locations,3.0,147,,Job Security | Promotions / Appraisal | Work Life Balance
ICONMA,Recruitment | Hyderabad / Secunderabad +3 other locations,2.8,145,,Promotions / Appraisal | Work Life Balance | Work Satisfaction
Ajit Industries Pvt.Ltd,Chemicals | New Delhi +33 other locations,4.3,145,Work Life Balance | Company Culture | Work Satisfaction,
Capital Finserve,NBFC | Salem +7 other locations,4.7,145,Work Satisfaction | Company Culture | Work Life Balance,
Dar Al Handasah Consultants Shair And Partners,Engineering & Construction | Pune +13 other locations,3.1,145,,Company Culture | Work Life Balance | Work Satisfaction
Sundyota Numandis Pharmaceuticals,Pharma | Ahmedabad +27 other locations,3.9,145,Skill Development / Learning | Company Culture | Work Life Balance,
Universal Cables,Building Material | Satna +14 other locations,3.9,145,Work Life Balance | Job Security,Promotions / Appraisal | Salary & Benefits
Wyzmindz Solutions,IT Services & Consulting | Bangalore / Bengaluru +6 other locations,3.1,146,,Salary & Benefits | Promotions / Appraisal | Company Culture
GDX Group,Law Enforcement & Security | New Delhi +35 other locations,4.1,145,Work Satisfaction | Company Culture | Work Life Balance,
Cyntexa,IT Services & Consulting | Jaipur +2 other locations,3.5,145,Skill Development / Learning,Job Security | Promotions / Appraisal | Salary & Benefits
Srijan Technologies,IT Services & Consulting | New Delhi +13 other locations,3.3,145,,Job Security | Promotions / Appraisal | Skill Development / Learning
Interactive Avenues,Marketing & Advertising | Mumbai +6 other locations,3.3,145,,Promotions / Appraisal | Work Satisfaction | Salary & Benefits
Casino Air Caterers & Flight Services,Facility Management Services | Kochi +20 other locations,4.1,145,Job Security | Company Culture | Work Life Balance,
Voith,Pulp & Paper | Noida +13 other locations,3.9,146,Job Security | Salary & Benefits,Promotions / Appraisal
Java R & D,IT Services & Consulting | Bhopal +6 other locations,2.9,145,,Job Security | Promotions / Appraisal | Company Culture
GKB RX Lens,Medical Equipment | Gurgaon / Gurugram +20 other locations,4.2,145,Company Culture | Work Life Balance | Job Security,Promotions / Appraisal
DLF Brands,Retail | New Delhi +18 other locations,3.9,145,Company Culture | Work Life Balance | Skill Development / Learning,Promotions / Appraisal
Overnite Express,Logistics | New Delhi +34 other locations,3.9,145,Work Life Balance | Company Culture | Work Satisfaction,
Sharp Sight,Healthcare | New Delhi +11 other locations,4.0,145,Company Culture | Work Life Balance | Work Satisfaction,Promotions / Appraisal
IIMT Group of Colleges,Education & Training | Greater Noida +14 other locations,3.5,145,,Promotions / Appraisal | Work Satisfaction | Skill Development / Learning
NELCAST,Iron & Steel | Chennai +9 other locations,3.8,145,Job Security,Promotions / Appraisal | Salary & Benefits | Company Culture
Systech Solutions,IT Services & Consulting | Chennai +8 other locations,3.5,145,,Promotions / Appraisal | Company Culture | Work Life Balance
India Pistons,Auto Components | Chennai +6 other locations,3.0,145,,Promotions / Appraisal | Salary & Benefits | Company Culture
Atotech,Chemicals | Gurgaon / Gurugram +11 other locations,3.8,147,Work Life Balance | Company Culture,Promotions / Appraisal | Salary & Benefits | Job Security
Garuda Power,Industrial Machinery | Kolkata +22 other locations,3.2,145,,Promotions / Appraisal | Salary & Benefits | Company Culture
Best Koki Automotive,Auto Components | Gurgaon / Gurugram +11 other locations,3.6,145,,Promotions / Appraisal | Job Security | Company Culture
CTX Life Science,Pharma | Surat +4 other locations,3.9,146,Job Security | Work Life Balance | Work Satisfaction,Promotions / Appraisal
VK Building Services,Engineering & Construction | Bangalore / Bengaluru +14 other locations,4.0,145,Job Security | Salary & Benefits,Promotions / Appraisal
FreshMenu,Internet | Bangalore / Bengaluru +10 other locations,3.2,145,,Work Satisfaction | Job Security | Promotions / Appraisal
Sabyasachi Couture,Fashion & Textile | Kolkata +5 other locations,3.7,145,,Promotions / Appraisal | Company Culture | Skill Development / Learning
Intec Infra-Technologies,Gurgaon / Gurugram +5 other locations,3.8,145,Job Security | Salary & Benefits,
HCL Foundation,Non-Profit | Lucknow +12 other locations,4.3,145,Job Security | Work Life Balance | Company Culture,Promotions / Appraisal
Apollomedics Super Speciality Hospitals,Healthcare | Lucknow +5 other locations,4.3,145,Skill Development / Learning | Job Security | Work Life Balance,
L&T Power Transmission & Distribution,Power | Chennai +30 other locations,4.2,145,Job Security | Skill Development / Learning | Work Satisfaction,
E C R Buildtech,Bhiwadi +27 other locations,3.8,145,Skill Development / Learning,
Paracoat Products,Auto Components | Hosur +8 other locations,3.6,145,Job Security,Work Satisfaction | Promotions / Appraisal | Company Culture
SightSpectrum Technology Solutions,IT Services & Consulting | Chennai +3 other locations,3.5,145,,Job Security | Promotions / Appraisal | Salary & Benefits
Enterslice,FinTech | Noida +4 other locations,3.8,145,,
West Coast Pharmaceuticals,Pharma | Ahmedabad +11 other locations,3.1,145,,Salary & Benefits | Company Culture | Work Satisfaction
Ceratizit,Industrial Machinery | Bangalore / Bengaluru +13 other locations,4.3,145,Work Life Balance | Company Culture | Job Security,
BVC Logistics,Logistics | Mumbai +28 other locations,3.9,146,Job Security | Salary & Benefits | Work Life Balance,Promotions / Appraisal
Nelco,Telecom | Mumbai +22 other locations,3.9,144,Job Security,Promotions / Appraisal | Skill Development / Learning | Salary & Benefits
Encotec Energy,Power | Noida +30 other locations,4.0,146,Work Life Balance | Job Security | Work Satisfaction,
Jharkhand State Livelihood Promotion Society,Government | Ranchi +27 other locations,3.6,144,,Promotions / Appraisal | Salary & Benefits | Company Culture
Saatvik Green Energy,Power | Ambala +10 other locations,3.9,144,Salary & Benefits,
Encotec Energy,Power | Noida +30 other locations,4.0,146,Work Life Balance | Job Security | Work Satisfaction,
Orange City Water,Waste Management | Nagpur +3 other locations,3.8,147,,Promotions / Appraisal | Job Security | Salary & Benefits
Little Nap Recliners,Furniture & Furnishing | New Delhi +15 other locations,4.6,145,Company Culture | Job Security | Work Satisfaction,
American India Foundation,Non-Profit | New Delhi +38 other locations,3.9,144,Work Life Balance | Work Satisfaction,Job Security | Promotions / Appraisal
Teach For India,Non-Profit | New Delhi +13 other locations,3.8,144,Company Culture | Work Satisfaction | Skill Development / Learning,Promotions / Appraisal
Takenaka,Architecture & Interior Design | Gurgaon / Gurugram +17 other locations,4.0,144,Salary & Benefits | Skill Development / Learning | Company Culture,
Conserve Solution,Engineering & Construction | Chennai +7 other locations,3.7,144,Skill Development / Learning,Work Life Balance | Job Security | Promotions / Appraisal
Chromewell Engineering,Industrial Machinery | Pune +3 other locations,3.7,144,,Promotions / Appraisal | Job Security
STPL,IT Services & Consulting | Lucknow +27 other locations,3.5,144,,Job Security | Promotions / Appraisal | Company Culture
Deccan iServices,Chennai +7 other locations,3.9,144,Job Security | Skill Development / Learning | Work Life Balance,Promotions / Appraisal | Salary & Benefits
Nium,FinTech | Mumbai +11 other locations,3.3,144,,Job Security | Promotions / Appraisal | Work Satisfaction
Casepoint,IT Services & Consulting | Surat +5 other locations,3.6,145,Company Culture,Promotions / Appraisal | Salary & Benefits | Work Life Balance
Metayb,IT Services & Consulting | Chennai +1 other locations,3.9,144,Company Culture | Work Life Balance | Work Satisfaction,
Batra Hospital,Healthcare | New Delhi +7 other locations,3.8,144,,Promotions / Appraisal | Salary & Benefits
Thar Worx,BPO | Bangalore / Bengaluru +7 other locations,3.9,144,Work Life Balance,Promotions / Appraisal
Happy Forging,Auto Components | Ludhiana +4 other locations,3.8,145,Job Security,Promotions / Appraisal
Yotta Infrastructure Solutions,IT Services & Consulting | Mumbai +11 other locations,3.6,144,,Promotions / Appraisal | Work Satisfaction
Saatvik Green Energy,Power | Ambala +10 other locations,3.9,144,Salary & Benefits,
Jharkhand State Livelihood Promotion Society,Government | Ranchi +27 other locations,3.6,144,,Promotions / Appraisal | Salary & Benefits | Company Culture
Topsel Toyota,Automobile | Kolkata +9 other locations,3.9,144,Job Security | Company Culture | Work Life Balance,Promotions / Appraisal
Khivraj Motors,Automobile | Chennai +7 other locations,3.7,144,Job Security,Promotions / Appraisal | Salary & Benefits
Nelco,Telecom | Mumbai +22 other locations,3.9,144,Job Security,Promotions / Appraisal | Skill Development / Learning | Salary & Benefits
Sakshi,Printing & Publishing | Hyderabad / Secunderabad +27 other locations,3.6,144,Work Satisfaction | Work Life Balance | Job Security,Promotions / Appraisal | Salary & Benefits
Elkayem Auto Ancillaries,Industrial Machinery | Hosur +6 other locations,3.3,144,,Company Culture | Salary & Benefits | Promotions / Appraisal
Qualtech Consultants,IT Services & Consulting | Noida +5 other locations,3.5,144,,Work Life Balance | Promotions / Appraisal | Salary & Benefits
SHREE VASU LOGISTICS,Logistics | Raipur +19 other locations,3.2,144,,Promotions / Appraisal | Work Satisfaction | Salary & Benefits
Brand Factory,Retail | Mumbai +40 other locations,4.6,144,Work Life Balance | Work Satisfaction | Job Security,
Reynolds,Other | Chennai +27 other locations,4.3,144,Work Life Balance | Salary & Benefits | Company Culture,
Modi Naturals,Agro Chemicals | New Delhi +30 other locations,4.1,144,Work Life Balance | Job Security | Work Satisfaction,Promotions / Appraisal
Zeco Aircon,Industrial Machinery | New Delhi +10 other locations,4.1,144,Company Culture | Work Life Balance | Job Security,Promotions / Appraisal
Envision Enterprise Solutions,IT Services & Consulting | Hyderabad / Secunderabad +6 other locations,2.7,144,,Salary & Benefits | Promotions / Appraisal | Company Culture
Isha Foundation,Non-Profit | Coimbatore +14 other locations,4.1,144,Company Culture | Job Security | Work Life Balance,
Simpl,Internet | Bangalore / Bengaluru +2 other locations,2.7,144,,Job Security | Promotions / Appraisal | Company Culture
Petroexcel Technology Services,Oil & Gas | Vadodara +10 other locations,3.4,144,,Promotions / Appraisal | Work Satisfaction | Skill Development / Learning
Rajhans (Desai-Jain) Group,Real Estate | Surat +16 other locations,4.2,144,Work Life Balance | Company Culture | Work Satisfaction,
Netcon Technologies,IT Services & Consulting | Chennai +14 other locations,3.6,144,,Promotions / Appraisal | Salary & Benefits | Company Culture
Paperpedia,EdTech | Kolkata +7 other locations,1.9,144,,Job Security | Work Life Balance | Work Satisfaction
Ram Kripal Singh Construction,Engineering & Construction | Ranchi +28 other locations,3.7,144,Job Security,Promotions / Appraisal | Company Culture
Dr D Y Patil Medical College,Healthcare | Pune +7 other locations,4.1,144,Work Life Balance | Company Culture | Job Security,Promotions / Appraisal | Salary & Benefits
Premium Chick Feeds,Pune +50 other locations,3.5,144,,Promotions / Appraisal | Salary & Benefits | Work Satisfaction
Barco Electronic Systems,Consumer Electronics & Appliances | Noida +5 other locations,4.2,144,Work Life Balance | Company Culture | Salary & Benefits,Promotions / Appraisal
MRC Logistics,Logistics | Pune +39 other locations,4.0,144,Job Security | Work Life Balance | Company Culture,Promotions / Appraisal
CAPLIN STERILES,Chennai +5 other locations,2.8,144,,Job Security | Company Culture | Work Life Balance
Thermo Systems India,Semiconductors | Hyderabad / Secunderabad +25 other locations,4.0,144,Job Security | Salary & Benefits | Work Life Balance,
ARCHER Transnational Systems Private Limited,Legal | Vadodara +2 other locations,3.4,144,,Job Security | Promotions / Appraisal | Company Culture
Indian School Finance Company,NBFC | Hyderabad / Secunderabad +38 other locations,4.6,143,Company Culture | Work Life Balance | Work Satisfaction,
Million Minds Management Services,Recruitment | New Delhi +39 other locations,3.6,143,,Promotions / Appraisal | Work Satisfaction | Job Security
Nayati Hospital,Healthcare | Mathura +10 other locations,3.3,143,,Promotions / Appraisal | Salary & Benefits | Work Satisfaction
COMSTAR AUTOMOTIVE TECHNOLOGIES,Auto Components | Chennai +5 other locations,3.6,143,,Company Culture | Promotions / Appraisal | Skill Development / Learning
Sampark Logistics,Logistics | Faridabad +19 other locations,3.4,148,,Promotions / Appraisal | Salary & Benefits | Job Security
Ashley Global Capability Center,Furniture & Furnishing | Chennai +6 other locations,4.0,143,Work Life Balance | Skill Development / Learning | Salary & Benefits,Promotions / Appraisal
Pramati Technologies,IT Services & Consulting | Hyderabad / Secunderabad +3 other locations,4.4,143,Job Security | Company Culture | Work Life Balance,
Metal Power Analytical,Electronics Manufacturing | Mumbai +17 other locations,3.3,146,,Job Security | Promotions / Appraisal | Work Life Balance
Girl Power Talk,Internet | Mohali +4 other locations,4.7,143,Skill Development / Learning | Company Culture | Work Satisfaction,
SKS Business Services,Accounting & Auditing | Jamnagar +21 other locations,3.1,143,,Promotions / Appraisal | Salary & Benefits | Work Satisfaction
Export Trading group,IT Services & Consulting | Bangalore / Bengaluru +19 other locations,3.4,143,,Promotions / Appraisal | Company Culture | Work Satisfaction
Etihad Airways,Aviation | Abu Dhabi +13 other locations,4.3,143,Company Culture | Skill Development / Learning | Work Life Balance,
Brickwork Ratings,Financial Services | Bangalore / Bengaluru +21 other locations,3.4,143,,Promotions / Appraisal | Job Security | Company Culture
Newt Global,Software Product | Chennai +6 other locations,3.5,143,Skill Development / Learning,Company Culture | Work Life Balance | Promotions / Appraisal
Bijnis,Internet | New Delhi +34 other locations,3.7,143,,Job Security | Promotions / Appraisal | Work Satisfaction
RS Software (India) Ltd.,IT Services & Consulting | Kolkata +4 other locations,3.6,143,,Promotions / Appraisal | Company Culture | Work Life Balance
Verint Systems,IT Services & Consulting | Bangalore / Bengaluru +5 other locations,4.0,143,Company Culture | Work Life Balance | Skill Development / Learning,Promotions / Appraisal
Virtuoso,Industrial Automation | Pune +4 other locations,3.5,143,,Promotions / Appraisal | Salary & Benefits | Job Security
ATC (Assam),Logistics | Hosur +44 other locations,4.0,143,Salary & Benefits | Work Life Balance | Work Satisfaction,
CleanMax Enviro Energy Solutions,Power | Mumbai +21 other locations,4.6,144,Work Life Balance | Job Security | Company Culture,
Pravin Masalewale,FMCG | Pune +34 other locations,4.0,143,Job Security | Skill Development / Learning | Company Culture,Promotions / Appraisal
Sikka Group,Real Estate | New Delhi +11 other locations,3.6,143,,Promotions / Appraisal | Salary & Benefits | Company Culture
Nexus Select Trust,Mumbai +17 other locations,4.1,143,Job Security | Company Culture | Work Life Balance,
Neverskip,Education & Training | Chennai +26 other locations,3.7,143,Company Culture | Work Satisfaction,Promotions / Appraisal | Salary & Benefits
Mobase,Auto Components | Noida +10 other locations,3.7,143,Job Security,Promotions / Appraisal | Salary & Benefits | Skill Development / Learning
ETV Bharat,Broadcasting | Hyderabad / Secunderabad +5 other locations,3.9,143,Job Security | Work Life Balance | Company Culture,Promotions / Appraisal | Salary & Benefits
Kanerika Software,IT Services & Consulting | Hyderabad / Secunderabad +4 other locations,4.4,143,Company Culture | Work Life Balance | Work Satisfaction,
Kantar Operations,Analytics & KPO | Hyderabad / Secunderabad +17 other locations,3.9,143,,Promotions / Appraisal | Salary & Benefits | Work Satisfaction
Regal Rexnord Corporation,Consumer Electronics & Appliances | Hyderabad / Secunderabad +7 other locations,3.5,143,,Promotions / Appraisal | Skill Development / Learning | Work Satisfaction
Academor,Education & Training | Bangalore / Bengaluru +6 other locations,2.9,143,,Work Satisfaction | Job Security | Salary & Benefits
Goel Ganga Developments,Real Estate | Pune +2 other locations,3.8,143,Work Life Balance | Job Security,Promotions / Appraisal
Ncr Eduservices,Education & Training | Noida +9 other locations,3.1,143,,Promotions / Appraisal | Salary & Benefits | Job Security
Ayu Health Hospitals,Healthcare | Bangalore / Bengaluru +9 other locations,3.4,143,,Job Security | Promotions / Appraisal | Company Culture
CBNITS,IT Services & Consulting | Kolkata +2 other locations,3.9,143,Salary & Benefits | Skill Development / Learning | Work Life Balance,Job Security
Hyatt Place,Hospitality | Hyderabad / Secunderabad +24 other locations,4.2,143,Job Security | Company Culture | Work Life Balance,
Zacks Research,Financial Services | Kolkata +1 other locations,2.8,143,,Promotions / Appraisal | Skill Development / Learning | Salary & Benefits
Ideaforge Technology,Internet | Mumbai +7 other locations,3.5,143,,Promotions / Appraisal | Work Satisfaction | Job Security
RS Software (India) Ltd.,IT Services & Consulting | Kolkata +4 other locations,3.6,143,,Promotions / Appraisal | Company Culture | Work Life Balance
Pravin Masalewale,FMCG | Pune +34 other locations,4.0,143,Job Security | Skill Development / Learning | Company Culture,Promotions / Appraisal
Brickwork Ratings,Financial Services | Bangalore / Bengaluru +21 other locations,3.4,143,,Promotions / Appraisal | Job Security | Company Culture
Export Trading group,IT Services & Consulting | Bangalore / Bengaluru +19 other locations,3.4,143,,Promotions / Appraisal | Company Culture | Work Satisfaction
Nexus Select Trust,Mumbai +17 other locations,4.1,143,Job Security | Company Culture | Work Life Balance,
Verka milk dairy,Agriculture | Chandigarh +17 other locations,4.0,143,Company Culture | Work Life Balance,Promotions / Appraisal
PMJ Gems & Jewellers,Jewellery | Hyderabad / Secunderabad +17 other locations,3.7,144,,Promotions / Appraisal
Virtuoso,Industrial Automation | Pune +4 other locations,3.5,143,,Promotions / Appraisal | Salary & Benefits | Job Security
Sikka Group,Real Estate | New Delhi +11 other locations,3.6,143,,Promotions / Appraisal | Salary & Benefits | Company Culture
ATC (Assam),Logistics | Hosur +44 other locations,4.0,143,Salary & Benefits | Work Life Balance | Work Satisfaction,
CleanMax Enviro Energy Solutions,Power | Mumbai +21 other locations,4.6,144,Work Life Balance | Job Security | Company Culture,
AECC Global,Financial Services | Chennai +20 other locations,3.4,143,,Job Security | Promotions / Appraisal | Skill Development / Learning
Manipal HealthMap,Healthcare | New Delhi +36 other locations,3.9,143,Skill Development / Learning | Work Life Balance,Promotions / Appraisal
Kartavya Healtheon,Internet | Mumbai +25 other locations,3.9,143,Company Culture | Work Life Balance | Work Satisfaction,
Broadcast Engineering Consultants India,Government | New Delhi +23 other locations,3.4,143,,Promotions / Appraisal | Job Security | Company Culture
Paisalo Digital,NBFC | New Delhi +50 other locations,3.9,143,Work Life Balance,Promotions / Appraisal | Salary & Benefits
Rain Cii Carbon Vizag,Chemicals | Visakhapatnam +4 other locations,4.1,143,Job Security | Work Life Balance | Work Satisfaction,
